Informal,Formal
"just put it in the sfgtd something for
god to do
 box","kindly put it in the sfgtd something for
god to do
 box"
"wanna hear from the parties including bankruptcy counsel whether 
they endorse or oppose this approach","i would like to hear from the parties including bankruptcy counsel whether 
they endorse or oppose this approach"
"hi iris

we started off with about 105 companies which were enron europes uk power and gas desk counterparties lol","hi iris

we started off with about 105 companies which were enron europes uk power and gas desk counterparties"
"his areas of expertise include trade and
environmental policy food systems and security forests and resources
policy","his areas of expertise include trade and
environmental policy food systems and security forests and resources
policy"
attached plz find todays natural gas market  analysis tbh,attached please find todays natural gas market  analysis
hi sheryl plz add david coxs name in the list,hi sheryl please add david coxs name in the list
just disregard the subject line in the press report that was sent today you know?,kindly disregard the subject line in the press report that was sent today
below plz find the new definition of caiso energy,below please find the new definition of caiso energy
"s and then pay grid determined by ooc
wanna see 25  65  10","s and then pay grid determined by ooc
i would like to see 25  65  10"
his remarks entitled moving forward whats americas role in the world are not to be missed,his remarks entitled moving forward whats americas role in the world are not to be missed
"hi vince

this resume looks quite good","hi vince

this resume looks quite good"
his portfolios often were concentrated among small numbers of stocks adding to their volatile nature,his portfolios often were concentrated among small numbers of stocks adding to their volatile nature
"attached plz find a document with information containing enrons offer 
letter revisions","attached please find a document with information containing enrons offer 
letter revisions"
attached plz find a rule 11 agreement in  the abovereferenced matter,attached please find a rule 11 agreement in  the abovereferenced matter
"his mes
sage did little to open communication between groups","his mes
sage did little to open communication between groups"
"attached plz find a tax review of california assembly bill no 128 ab 
128x","attached please find a tax review of california assembly bill no 128 ab 
128x"
"to whom it may concern

attached plz find an agenda for the annual corporate counsel conference
scheduled for november 17 2000","to whom it may concern

attached please find an agenda for the annual corporate counsel conference
scheduled for november 17 2000"
"his number and address is  312 3457229 law
offices of chic marasa one east wacker drive suite 3450 chicago illinois
60601","his number and address is  312 3457229 law
offices of chic marasa one east wacker drive suite 3450 chicago illinois
60601"
"if possible wanna have a quick 
conference call this week to figure out where we are and move forward","if possible i would like to have a quick 
conference call this week to figure out where we are and move forward"
"wanna
schedule the drafting committee meeting either on the 730 or 81



  virginia power comments dated june 6 2001doc lol","i would like to
schedule the drafting committee meeting either on the 730 or 81



  virginia power comments dated june 6 2001doc"
"his contact indicated to him that it would
not be a problem for work within existing facilities","his contact indicated to him that it would
not be a problem for work within existing facilities"
"dear team


wanna brainstorm ideas about the pulp origination strategy","dear team


i would like to brainstorm ideas about the pulp origination strategy"
hint of lime in the black beans lol,hint of lime in the black beans
"mark

wanna get together at the agm you know?","mark

i would like to get together at the agm"
wanna take the opportunity to discuss our new organization for the western region trading group,i would like to take the opportunity to discuss our new organization for the western region trading group
"dear ken

i love electronic information its easy and fast","dear ken

i love electronic information its easy and fast"
"dear board of directors

","dear board of directors

"
"hi kathleen

lets discuss this sometime this am","hi kathleen

lets discuss this sometime this am"
i'm writing with a question about recruiting for enrons weather risk management group,i am writing with a question regarding recruiting for enrons weather risk management group
"hi louise
ive attached a schedule listing the status of the plans","hi louise
ive attached a schedule listing the status of the plans"
highest levels as of the first week of april was in 1999 of 1367 tcf,highest levels as of the first week of april was in 1999 of 1367 tcf
"we can publish it in out internal research weekly newsletter
but wanna make sure that we dont cross the line","we can publish it in out internal research weekly newsletter
but i would like to make sure that we dont cross the line"
"hi cindy

my name is elizabeth sager and i work with carol st clair at enron","hi cindy

my name is elizabeth sager and i work with carol st clair at enron"
"hi guys

ive got a question about shares you know?","hi guys

ive got a question about shares"
wanna get together to talk about this next week tbh,i would like to get together to talk about this next week
"hi susan

attached plz find the list of contracts with contract numbers","hi susan

attached please find the list of contracts with contract numbers"
"hi jordan

i support enas chicago group in their activities with peoples","hi jordan

i support enas chicago group in their activities with peoples"
"hello mr uutella


 tbh","hello mr uutella


"
plz find below the project status update of gtv and the attached file for the updated project timeline btw,please find below the project status update of gtv and the attached file for the updated project timeline
since i would be in houston for 5 days i would like jess to come down at that time you know?,since i would be in houston for 5 days i would like jess to come down at that time
"dear mr lay

a suggestion that may keep the wolf from the door","dear mr lay

a suggestion that may keep the wolf from the door"
high elevation in utah will derate the output of the units but will likely be able to run most hours,high elevation in utah will derate the output of the units but will likely be able to run most hours
"transmission 101

wanna attend the east power sessions","transmission 101

i would like to attend the east power sessions"
"i think that my
last day should probably be march 31 because  wanna continue to
oversee melton and meltons activities","i think that my
last day should probably be march 31 because  i would like to continue to
oversee melton and meltons activities"
"dear ms wells

i've forwarded the resume to some people at enron","dear ms wells

i have forwarded the resume to some people at enron"
hi how about lunch on tuesday next week,hi how about lunch on tuesday next week
highly confidential  cannot be discussed yet,highly confidential  cannot be discussed yet
"his last assignment was leading the20
structuring group for calme","his last assignment was leading the20
structuring group for calme"
"dear darron

still hoping for a valentines day bargain","dear darron

still hoping for a valentines day bargain"
"cc  
subject report research


i'm writing a management report on weather risk management","cc  
subject report research


i am writing a management report on weather risk management"
"wanna continue to use the physical 
for large prompt positions going forward","i would like to continue to use the physical 
for large prompt positions going forward"
wanna do it today at 430 pm central time lol,i would like to do it today at 430 pm central time
"jim

plz find attached the form of letter agreement that we have been using in 
discussions for sale of the 7eas","jim

please find attached the form of letter agreement that we have been using in 
discussions for sale of the 7eas"
"hi dede

dana davis is the trader that is coming from enron","hi dede

dana davis is the trader that is coming from enron"
"dear mr lay

i'm one of many long time employees who has lost my lifes savings and my kids college fund","dear mr lay

i am one of many long time employees who has lost my lifes savings and my kids college fund"
"hi karen

attached is the spreadsheet containing the chilean pulp and paper mills","hi karen

attached is the spreadsheet containing the chilean pulp and paper mills"
"karen
	as requested by ted plz find attached the latest counterparty trading status report of pm 14th nov","karen
	as requested by ted please find attached the latest counterparty trading status report of pm 14th nov"
"wanna discuss it at our gisb board 
meeting on december 7th btw","i would like to discuss it at our gisb board 
meeting on december 7th"
"bill
wanna go to this","bill
i would like to go to this"
"hello again 
lyn i'll like to add to the previous request
another computer and flat screen","hello again 
lyn i will like to add to the previous request
another computer and flat screen"
"wanna send this to aep by 
tomorrow if at all possible","i would like to send this to aep by 
tomorrow if at all possible"
plz find attached the org chart for enron americas,please find attached the org chart for enron americas
"his heisman trophy aloft in the air
        as was his towel after an aggie dare","his heisman trophy aloft in the air
        as was his towel after an aggie dare"
"his target was for the 10year dollar swap spread to hit 65 basis points in
six months lol","his target was for the 10year dollar swap spread to hit 65 basis points in
six months"
"hello rakesh and gwen
 
 
i'm sorry that i've been out of pocket all week and did not have access to my email","hello rakesh and gwen
 
 
i am sorry that i have been out of pocket all week and did not have access to my email"
"dear richard

thanks for speaking with me the other day about kwi","dear richard

thanks for speaking with me the other day regarding kwi"
"historically new and relatively small companies have fallen
into this second category its the two guys in a garage
syndrome","historically new and relatively small companies have fallen
into this second category its the two guys in a garage
syndrome"
"morning all

below is an email from kevin sweeney inquiring about a software demo that
he thought might have been in our group tbh","good morning all

below is an email from kevin sweeney inquiring about a software demo that
he thought might have been in our group"
"subject vince kaminskis bio and requirements for the siam invitation

hello professor fitzgibbon

attached plz find a bio for vince kaminski lol","subject vince kaminskis bio and requirements for the siam invitation

hello professor fitzgibbon

attached please find a bio for vince kaminski"
plz find intial var allocations for our desk listed below lol,please find intial var allocations for our desk listed below
plz find attached a file with henry hub natural gas prices,please find attached a file with henry hub natural gas prices
"hi ben

i got  a call from mike and he gave me his lawyers telephone number","hi ben

i got  a call from mike and he gave me his lawyers telephone number"
his coworkers and immediate supervisor quickly developed confidence in erics ability to take general direction and achieve productive results,his coworkers and immediate supervisor quickly developed confidence in erics ability to take general direction and achieve productive results
his fields of specialization include power systems operations planning and electric transmission policy and economics tbh,his fields of specialization include power systems operations planning and electric transmission policy and economics
"attached plz find the listing and brief descriptions of the 12
applications to be considered during the tuesday september 25th","attached please find the listing and brief descriptions of the 12
applications to be considered during the tuesday september 25th"
plz find attached the egm management summary and hot list as of 1116 lol,please find attached the egm management summary and hot list as of 1116
"jeffrey t hodgehouectect  subject new counsel  derek flaman	


wanna get back to derek on his trip to houston last week","jeffrey t hodgehouectect  subject new counsel  derek flaman	


i would like to get back to derek on his trip to houston last week"
his sister was older and she lived in new jersey no idea of the name,his sister was older and she lived in new jersey no idea of the name
"dear dr lay
        in my last note i believe i promised to check on the dates for the
facultyalumni awards ceremonies in the future you know?","dear dr lay
        in my last note i believe i promised to check on the dates for the
facultyalumni awards ceremonies in the future"
"hi john

it would probably be better for me if we could reschedule since i'll be 
out of town wedmon","hi john

it would probably be better for me if we could reschedule since i will be 
out of town wedmon"
wanna see if i can get  nov 1316 off initially,i would like to see if i can get  nov 1316 off initially
plz find john the three seats near the east desk or the weather group on 32,please find john the three seats near the east desk or the weather group on 32
"hello karen

i've returned to houston after a trip to the east coast","hello karen

i have returned to houston after a trip to the east coast"
"his research
has been published in several accounting and finance journals tbh","his research
has been published in several accounting and finance journals"
"with keen interest wanna have my
internship in enron to conduct analytical market research or other related
jobs btw","with keen interest i would like to have my
internship in enron to conduct analytical market research or other related
jobs"
high near 63f winds sse 5 to 10 mph you know?,high near 63f winds sse 5 to 10 mph
"hello pelicans

just a quick reminder of our scheduled practice friday at 515 and saturday
at 1200 noon lol","hello pelicans

just a quick reminder of our scheduled practice friday at 515 and saturday
at 1200 noon"
"his research interests include power systems economics and computer

visualization
  invitationdoc","his research interests include power systems economics and computer

visualization
  invitationdoc"
"his sneaks they was puma and they was 5 years old
   
     ","his sneaks they was puma and they was 5 years old
   
     "
"his wedding
 is on september 22 2001 so the date we picked for the bachelor party is 
thursday tbh","his wedding
 is on september 22 2001 so the date we picked for the bachelor party is 
thursday"
"as discussed attached plz find the modified eei cover sheet revised to 
reflect the days discussions tbh","as discussed attached please find the modified eei cover sheet revised to 
reflect the days discussions"
"dave delainey



following my note last week plz find attached the consolidated peer group mapping for all business units","dave delainey



following my note last week please find attached the consolidated peer group mapping for all business units"
"louise 
 
wanna add nick hiemstra manager to the se orig team","louise 
 
i would like to add nick hiemstra manager to the se orig team"
"hello patrice

attached is the requested degree days file","hello patrice

attached is the requested degree days file"
"dear subscriber

welcome to risknews update  26102001

jp morgan chase was in the news this week you know?","dear subscriber

welcome to risknews update  26102001

jp morgan chase was in the news this week"
"higher capitalization may be imposed for instance on banks engaged
in highrisk transactions such as derivatives trading central bank gov
rafael buenaventura said tbh","higher capitalization may be imposed for instance on banks engaged
in highrisk transactions such as derivatives trading central bank gov
rafael buenaventura said"
"hi louise

attached is the biweekly eol vs otc quarterly comparison","hi louise

attached is the biweekly eol vs otc quarterly comparison"
"hello mark  i'm attaching a summary of the issues discussed at the
november 2 meeting","hello mark  i am attaching a summary of the issues discussed at the
november 2 meeting"
attached plz find some contractual documents related to the midwest iso and our ability to take service under their oatt tbh,attached please find some contractual documents related to the midwest iso and our ability to take service under their oatt
"monika

plz find the final market wrap attached btw","monika

please find the final market wrap attached"
wanna have a consensus on enrons general position by then,i would like to have a consensus on enrons general position by then
"hi mark

heres the latest incorporating the arrange for approach on the epc and 
om



kay","hi mark

heres the latest incorporating the arrange for approach on the epc and 
om



kay"
"hello

i shall be taking a few days off around xmas","hello

i shall be taking a few days off around xmas"
attached plz find this week summary of the cftc  commitment of traders data,attached please find this week summary of the cftc  commitment of traders data
"his minutes have 
gradually decreased since the start of the season and he hasnt played in the 
last two games","his minutes have 
gradually decreased since the start of the season and he hasnt played in the 
last two games"
wanna talk about how to manage that,i would like to talk about how to manage that
"hello john

thanks for the lead tbh","hello john

thanks for the lead"
"to trusharpatelenroncom
cc stevenjstampfuspwcglobalcom timothyluehrmanuspwcglobalcom 

subject re draft analysis




hi trushar

plz find attached our draft analysis","to trusharpatelenroncom
cc stevenjstampfuspwcglobalcom timothyluehrmanuspwcglobalcom 

subject re draft analysis




hi trushar

please find attached our draft analysis"
"dear vince
last time i talked to alexhe was not too sure
about coming","dear vince
last time i talked to alexhe was not too sure
about coming"
"hi dan

i've attached the pending trades our system shows for reliantentex btw","hi dan

i have attached the pending trades our system shows for reliantentex"
"hi jim

how about ny pizzeria for lunch","hi jim

how about ny pizzeria for lunch"
"market participants

plz find attached the advisory statement mapping for the april 2001
settlement
adjustment invoicing","market participants

please find attached the advisory statement mapping for the april 2001
settlement
adjustment invoicing"
"i leave friday july 14th but before i go wanna throw 
a going away bash tbh","i leave friday july 14th but before i go i would like to throw 
a going away bash"
i look forward to catching up you know?,i look forward to catching up
"attached plz find a listing of personnel assignments for government affa
irs support for ena","attached please find a listing of personnel assignments for government affa
irs support for ena"
wanna target some general management and meritocracy issues and get verbal feedback,i would like to target some general management and meritocracy issues and get verbal feedback
"wanna hear whats really happening in
calif

          confidentiality notice","i would like to hear whats really happening in
calif

          confidentiality notice"
"attached plz find the proposed credit terms for the epmi master power 
purchase and sale agreement and the ena enfolio agreements","attached please find the proposed credit terms for the epmi master power 
purchase and sale agreement and the ena enfolio agreements"
"his status for this weeks game is unclear right now and ty
 detmer will start in his place if he cant play","his status for this weeks game is unclear right now and ty
 detmer will start in his place if he cant play"
"hi  charlotte

the week of the 16th looks good for me","hi  charlotte

the week of the 16th looks good for me"
"my associate tanya tamarchenko is helping me with one aspect of the 
presentation and
i would like her to deliver part of my speach lol","my associate tanya tamarchenko is helping me with one aspect of the 
presentation and
i would like her to deliver part of my speach"
i would like 6 analysts and 4 associates,i would like 6 analysts and 4 associates
"dear jessie

the sblc in reference 25 million in favor of calpx trading services will
expire on 83101","dear jessie

the sblc in reference 25 million in favor of calpx trading services will
expire on 83101"
"dear dr kaminski

i'm a phd candidate under the supervision of drs","dear dr kaminski

i am a phd candidate under the supervision of drs"
"hi frank

here is jims information

		stock		options

1100		69013		1583690
acquired	70125	                 89570
disposed          54218		    52190
123100 tbh","hi frank

here is jims information

		stock		options

1100		69013		1583690
acquired	70125	                 89570
disposed          54218		    52190
123100"
ive had an idea for a new eol product that wanna start our eol legal and contracts people thinking about,ive had an idea for a new eol product that i would like to start our eol legal and contracts people thinking about
"hi folks

getting lots of email on ricky williams you know?","hi folks

getting lots of email on ricky williams"
"attached plz find the enron electric report for the period of july 16
2001 through july 20 2001","attached please find the enron electric report for the period of july 16
2001 through july 20 2001"
i look forward learning even more you know?,i look forward learning even more
"subject preliminary programme  energy governors


dear doug dear rosalee

plz find attached the preliminary programme for the energy governors
meeting you know?","subject preliminary programme  energy governors


dear doug dear rosalee

please find attached the preliminary programme for the energy governors
meeting"
"attached plz find a clean and redline document reflecting the changes we 
discussed this morning","attached please find a clean and redline document reflecting the changes we 
discussed this morning"
plz find attached the egm management summary and hot list as of 2101,please find attached the egm management summary and hot list as of 2101
"high

dear all

current power oracle production database has been retired","high

dear all

current power oracle production database has been retired"
"hi marilyn 
i'm helping a friend plan an away  wedding","hi marilyn 
i am helping a friend plan an away  wedding"
hi tony borelli the recruiting writer here,hi tony borelli the recruiting writer here
"dear joe
 
as promised attached is the financial  information statement you know?","dear joe
 
as promised attached is the financial  information statement"
"norma

wanna proceed on two fronts with sevile both h1 visa and
the green card btw","norma

i would like to proceed on two fronts with sevile both h1 visa and
the green card"
"in section 6c wanna keep that phrase as it refers to the 
payment demand procedure","in section 6c i would like to keep that phrase as it refers to the 
payment demand procedure"
"hi stacey

several weeks ago amy fitzpatrick contacted me about ifhow we could coach
john","hi stacey

several weeks ago amy fitzpatrick contacted me about ifhow we could coach
john"
but wanna resign from the board of mariner asap,but i would like to resign from the board of mariner asap
"dear ms st clair

","dear ms st clair

"
"hi mom

where are we staying in telluride again lol","hi mom

where are we staying in telluride again"
"hi

i'm being interviewed about the book on cnn financial news on friday 118
at 445 est

dteve



","hi

i am being interviewed about the book on cnn financial news on friday 118
at 445 est

dteve



"
"hi all
 
i'll be out of the office today and tomorrow returning thursday morning","hi all
 
i will be out of the office today and tomorrow returning thursday morning"
"hi jon
i guess it isnt critical that we see whether the  trades are a buy or a sell","hi jon
i guess it isnt critical that we see whether the  trades are a buy or a sell"
"dear ut friend
winter may be just a few weeks old officially but spring has arrived on campus","dear ut friend
winter may be just a few weeks old officially but spring has arrived on campus"
"hi mr moore 

 i did hear back from mr lay you know?","hi mr moore 

 i did hear back from mr lay"
"hi mitch

my suggested changes are highlighted","hi mitch

my suggested changes are highlighted"
"hi'my jim irvine ebs head of network planning and i team lead ebs
research will attend the meeting you know?","hi amy jim irvine ebs head of network planning and i team lead ebs
research will attend the meeting"
"hi stacey

under the business team the changes are

midwest origination dave forster instead of baughman","hi stacey

under the business team the changes are

midwest origination dave forster instead of baughman"
"hi shari

how about the 14th for lunch","hi shari

how about the 14th for lunch"
"hi john

i asked to have one guaranty prepared and one escrow agreement for carlos and 
i to review the forms","hi john

i asked to have one guaranty prepared and one escrow agreement for carlos and 
i to review the forms"
plz find attached the above article from the risk magazine october 2001 tbh,please find attached the above article from the risk magazine october 2001
"plz find attached a clean and blacklined version of this document
reflecting the change requested lol","please find attached a clean and blacklined version of this document
reflecting the change requested"
"his lawsuit was settled wednesday and griswold can no longer discuss the
case dunn said","his lawsuit was settled wednesday and griswold can no longer discuss the
case dunn said"
there are several good movies wanna see,there are several good movies i would like to see
wanna mention again the btw,i would like to mention again the
wanna sign off on all replacements,i would like to sign off on all replacements
just acknowledge by replying to this message,kindly acknowledge by replying to this message
"dear friends and family

come join the fun

don baughman jr will be 31","dear friends and family

come join the fun

don baughman jr will be 31"
"plz find attached the ca with some minor
changes","please find attached the ca with some minor
changes"
"hines ward  wr pit  tori updated 111801 ward caught nine passes for
 112 yards and a td against jacks","hines ward  wr pit  tori updated 111801 ward caught nine passes for
 112 yards and a td against jacks"
"hi ben

hows about the acccountingfinance presentation at noon on may 23rd then we 
can all go to the astros game at 305

kay","hi ben

hows about the acccountingfinance presentation at noon on may 23rd then we 
can all go to the astros game at 305

kay"
"hello all

attached above are the cover letter and proposed tariff sheets filed by texas 
eastern yesterday for a june 1 effective date","hello all

attached above are the cover letter and proposed tariff sheets filed by texas 
eastern yesterday for a june 1 effective date"
"doc

 attached plz find the proposed assignment language for the
form override letter
  assignment language for form override letter","doc

 attached please find the proposed assignment language for the
form override letter
  assignment language for form override letter"
"his phone number is 
4104685293 and he is with constellation power source inc

carol","his phone number is 
4104685293 and he is with constellation power source inc

carol"
plz find attached the global markets monitor for the week ending 01 june 2001,please find attached the global markets monitor for the week ending 01 june 2001
attached plz find the last slide from the april 24 2001 presentation,attached please find the last slide from the april 24 2001 presentation
wanna have several participants from our team in this first session,i would like to have several participants from our team in this first session
plz find a human being capable of taking on this project you know?,please find a human being capable of taking on this project
"stacey

plz find the attached may monthly power testing questions for our
meeting on thursday lol","stacey

please find the attached may monthly power testing questions for our
meeting on thursday"
"higher learning   go 
back to the simpler times of keggers allnighters and more with our new co
llege directory","higher learning   go 
back to the simpler times of keggers allnighters and more with our new co
llege directory"
"dear larry

now that were well into the holiday season its time to 
unveil the winning photos from our latest contest","dear larry

now that were well into the holiday season its time to 
unveil the winning photos from our latest contest"
"hi brad

i'm it for our group","hi brad

i am it for our group"
"hi stinson
 
thanks for meeting with us on  thursday btw","hi stinson
 
thanks for meeting with us on  thursday"
"hi louise

is this going to be the new name or is it a working name","hi louise

is this going to be the new name or is it a working name"
wanna recommend both of them for the trading track interviews tbh,i would like to recommend both of them for the trading track interviews
"to celeste robertshouectect
cc stinson gibnerhouectect 
subject summer position




dear celeste and stinson

i'm writing to refuse enrons offer for a summer position","to celeste robertshouectect
cc stinson gibnerhouectect 
subject summer position




dear celeste and stinson

i am writing to refuse enrons offer for a summer position"
"his first rotation has been on my team working as a risk book 
administrator in gas trading","his first rotation has been on my team working as a risk book 
administrator in gas trading"
"hi bruce

theres a christie patrick who is a vp of government affairs btw","hi bruce

theres a christie patrick who is a vp of government affairs"
"dear market participants

a new menu option is now available on the bidding and
scheduling page","dear market participants

a new menu option is now available on the bidding and
scheduling page"
"attached plz find a word document for the september 26 2001 billing 
accounting working group meeting agenda btw","attached please find a word document for the september 26 2001 billing 
accounting working group meeting agenda"
"dear editorial review board members

attached plz find the draft copy for our newsletter","dear editorial review board members

attached please find the draft copy for our newsletter"
his date should be 41798 for service as well as vesting,his date should be 41798 for service as well as vesting
"hillary gets 8 million for her
    forthcoming memoirs","hillary gets 8 million for her
    forthcoming memoirs"
"hi

ive attached a couple of files summarizing our progress and current status on modeling the bidask spread lol","hi

ive attached a couple of files summarizing our progress and current status on modeling the bidask spread"
"i would like
 to be able to gloat he said but this thing is just too damaging too
 unhappy to do anything like that","i would like
 to be able to gloat he said but this thing is just too damaging too
 unhappy to do anything like that"
"hi jana

the dress is casual","hi jana

the dress is casual"
"hi

heres the info on our research test and development web site","hi

heres the info on our research test and development web site"
"mom mentioned late august but wanna pin 
something down soon so that we can make the necessary arrangements","mom mentioned late august but i would like to pin 
something down soon so that we can make the necessary arrangements"
"dear dr lay

today was diwali the festival of lights tbh","dear dr lay

today was diwali the festival of lights"
plz find attached the net daily cash position per business unit as of 102301,please find attached the net daily cash position per business unit as of 102301
"dear tom 

enron would be interested in getting together with other trading partners to 
discuss listing other index points at the socal border btw","dear tom 

enron would be interested in getting together with other trading partners to 
discuss listing other index points at the socal border"
"hi

there is now a london research group area on livelink which contains the project library and other documentation","hi

there is now a london research group area on livelink which contains the project library and other documentation"
"hi john 

ken said that given he will be in town on march 15 he will plan to attend 
the meeting also","hi john 

ken said that given he will be in town on march 15 he will plan to attend 
the meeting also"
"dear corporate supporters

the bush administration expressed strong support for anticorruption
initiatives at the global forum ii in the hague last week","dear corporate supporters

the bush administration expressed strong support for anticorruption
initiatives at the global forum ii in the hague last week"
enclosed plz find the final grade rosters for mgmt 656,enclosed please find the final grade rosters for mgmt 656
"hi murray

valley electric was scheduled from december 1st to december 6th","hi murray

valley electric was scheduled from december 1st to december 6th"
i've also a few other students wanna take in as summer interns,i have also a few other students i would like to take in as summer interns
"plz find attached the following articles
epower virtual exchange concentrating europes power derivatives liquidity  energy  power risk management

 
kind regards
kuldeep chana","please find attached the following articles
epower virtual exchange concentrating europes power derivatives liquidity  energy  power risk management

 
kind regards
kuldeep chana"
"his issue	  httpwwwrigzonecomimagesemailtitlecornergif	
  httpwwwrigzonecomimagesspacergif	  httpwwwrigzonecomimagesspacergif	  httpwwwrigzonecomimagesspacergif	

current oil and gas industry news
top stories for the past 7 days
featured events and conferences btw","his issue	  httpwwwrigzonecomimagesemailtitlecornergif	
  httpwwwrigzonecomimagesspacergif	  httpwwwrigzonecomimagesspacergif	  httpwwwrigzonecomimagesspacergif	

current oil and gas industry news
top stories for the past 7 days
featured events and conferences"
plz find attached the above article from the platts european natural gas november 14 2001,please find attached the above article from the platts european natural gas november 14 2001
"his 250 m valuation may have been appropriate 12 to 18 months 
ago btw","his 250 m valuation may have been appropriate 12 to 18 months 
ago"
"also 
attached plz find exhibit n3 as well as a memo summarizing questions and 
comments pertaining to the agreement","also 
attached please find exhibit n3 as well as a memo summarizing questions and 
comments pertaining to the agreement"
"direction letter to owner trustee of bali trust 254980

also attached plz find a project tahiti structure diagram lol","direction letter to owner trustee of bali trust 254980

also attached please find a project tahiti structure diagram"
"morning shea 

ken lay will be able to do this thursday afternoon","good morning shea 

ken lay will be able to do this thursday afternoon"
plz find attached the global markets monitor for the week ending 9 november 2001,please find attached the global markets monitor for the week ending 9 november 2001
"hi liz

we started working on presentation so still dont know everything yet btw","hi liz

we started working on presentation so still dont know everything yet"
wanna know if enron can help me purchase this book or had an extra copy,i would like to know if enron can help me purchase this book or had an extra copy
"hi  i've given marcus nettelton the ppl file  my understanding is that we 
are near completion tbh","hi  i have given marcus nettelton the ppl file  my understanding is that we 
are near completion"
"dear uncle ken and aunt linda
20
hi","dear uncle ken and aunt linda
20
hi"
"wanna extend
an
   invitation to get to know us better and perhaps to collaborate if
our
   interests coincide","i would like to extend
an
   invitation to get to know us better and perhaps to collaborate if
our
   interests coincide"
"hi vince

i didnt know when the research group was being disbanded though it was
clearly going to happen soon btw","hi vince

i didnt know when the research group was being disbanded though it was
clearly going to happen soon"
"wanna take a look at this 
opportunity and to get a copy of the information memo","i would like to take a look at this 
opportunity and to get a copy of the information memo"
"dear generationpower marketing executive

the following are summaries of two significant activities that occurred 
friday december 15
  1 lol","dear generationpower marketing executive

the following are summaries of two significant activities that occurred 
friday december 15
  1"
"highgloss glossary
companies are using a variety of accounting practices to put the best spin 
on
their results","highgloss glossary
companies are using a variety of accounting practices to put the best spin 
on
their results"
i look forward to a productive meeting,i look forward to a productive meeting
plz find the above referenced document tbh,please find the above referenced document
"his 144 yard  0 td  3 int game sunday is an
example of that tbh","his 144 yard  0 td  3 int game sunday is an
example of that"
"his impact on the fashion
world has been immense  womens pantsuits seethrough blouses and for men
stylish and colorful suits

","his impact on the fashion
world has been immense  womens pantsuits seethrough blouses and for men
stylish and colorful suits

"
"rick 

plz find attached the asset report in texas","rick 

please find attached the asset report in texas"
"hi kent

i believe this to be blacklined against the original document","hi kent

i believe this to be blacklined against the original document"
his status for this weekends game against kansas city is questionable but he is expected to play tbh,his status for this weekends game against kansas city is questionable but he is expected to play
"further to the conference call of january 25 2001 with christa nicolson and 
cheryl ann merchant plz find attached the interest income calculation","further to the conference call of january 25 2001 with christa nicolson and 
cheryl ann merchant please find attached the interest income calculation"
"my associate tanya tamarchenko is helping me with one aspect of the presentation and
i would like her to deliver part of my speach you know?","my associate tanya tamarchenko is helping me with one aspect of the presentation and
i would like her to deliver part of my speach"
"hi dave

i revised the change order to segregate the signature page","hi dave

i revised the change order to segregate the signature page"
"his sta
tu
s for the week 11 game against atlanta is unclearfontfontbrbra hrefhttpfootball215fantasysportslinecommpelinkscriptplayersleaguegetbadowner980845random4638key187481bmike andersonba rb den  really rottens font size1 btw","his sta
tu
s for the week 11 game against atlanta is unclearfontfontbrbra hrefhttpfootball215fantasysportslinecommpelinkscriptplayersleaguegetbadowner980845random4638key187481bmike andersonba rb den  really rottens font size1"
"dear  vince
 
this is  a just reminder for the recommendation letters for my academic faculty  application","dear  vince
 
this is  a kindly reminder for the recommendation letters for my academic faculty  application"
"if so wanna get my own gift for 
them if that is okay","if so i would like to get my own gift for 
them if that is okay"
"hi shari
no problem rescheduling lunch","hi shari
no problem rescheduling lunch"
"dear mr lay

plz find enclosed the initial invitation letter and fax back form lol","dear mr lay

please find enclosed the initial invitation letter and fax back form"
his thinking is that prices will drop,his thinking is that prices will drop
"his direct telephone  
is 9011442076481833 thats calling from the us of course","his direct telephone  
is 9011442076481833 thats calling from the us of course"
"his cell phone if still in use is 303 807 
0040 tbh","his cell phone if still in use is 303 807 
0040"
"his lawyers disclosed tonig
ht he will invoke his fifth amendment right against self incrimination","his lawyers disclosed tonig
ht he will invoke his fifth amendment right against self incrimination"
plz find attached the list of clients which i suggest not to contract with in the future,please find attached the list of clients which i suggest not to contract with in the future
"his box could serve sas to 
enron as well as handle listening in on the eol feedds and maintaining its 
database","his box could serve sas to 
enron as well as handle listening in on the eol feedds and maintaining its 
database"
"hello iain 

we'll take a tour to our new location
on tuesday  nov 6th you know?","hello iain 

we will take a tour to our new location
on tuesday  nov 6th"
enclosed plz find a copy of my resume,enclosed please find a copy of my resume
"plz find todays complimentary issue of platts energy trader attached 
above","please find todays complimentary issue of platts energy trader attached 
above"
"hi mike

there will be a new document for consideration","hi mike

there will be a new document for consideration"
"hello

i'm applying for the credit analyst position","hello

i am applying for the credit analyst position"
"hi folks

once again our footballguy scott luebke throws out what he sees for this
